"","species","filepath","filename","sdm_max_value","taxon_group","n_obs_inat","n_obs_ebird","include"
"273","Pooecetes gramineus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Pooecetes.gramineus_NAs_pu_mask.tif","Pooecetes.gramineus_NAs_pu_mask.tif",0.555886924266815,"Bird",0,0,NA
"274","Porzana carolina","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Porzana.carolina_NAs_pu_mask.tif","Porzana.carolina_NAs_pu_mask.tif",0.789125919342041,"Bird",2,1,"y"
"275","Progne subis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Progne.subis_NAs_pu_mask.tif","Progne.subis_NAs_pu_mask.tif",0.730114758014679,"Bird",0,18,"y"
"276","Prosopium coulterii","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Prosopium.coulterii_NAs_pu_mask.tif","Prosopium.coulterii_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"277","Prosopium williamsoni","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Prosopium.williamsoni_NAs_pu_mask.tif","Prosopium.williamsoni_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"278","Psaltriparus minimus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Psaltriparus.minimus_NAs_pu_mask.tif","Psaltriparus.minimus_NAs_pu_mask.tif",0.824826538562775,"Bird",0,37,"y"
"279","Pseudacris regilla","RawData/2024_11_28_SDM_Bowen_Island//Amphibian_mask/Pseudacris.regilla_NAs_pu_mask.tif","Pseudacris.regilla_NAs_pu_mask.tif",0.935999989509583,"Amphibian",57,NA,"y"
"280","Ptychocheilus oregonensis","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Ptychocheilus.oregonensis_NAs_pu_mask.tif","Ptychocheilus.oregonensis_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"281","Quiscalus quiscula","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Quiscalus.quiscula_NAs_pu_mask.tif","Quiscalus.quiscula_NAs_pu_mask.tif",0.547714710235596,"Bird",0,0,NA
"282","Rallus limicola","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Rallus.limicola_NAs_pu_mask.tif","Rallus.limicola_NAs_pu_mask.tif",0.970397591590881,"Bird",2,102,"y"
"283","Rana aurora","RawData/2024_11_28_SDM_Bowen_Island//Amphibian_mask/Rana.aurora_NAs_pu_mask.tif","Rana.aurora_NAs_pu_mask.tif",0.844462215900421,"Amphibian",175,NA,"y"
"284","Rana luteiventris","RawData/2024_11_28_SDM_Bowen_Island//Amphibian_mask/Rana.luteiventris_NAs_pu_mask.tif","Rana.luteiventris_NAs_pu_mask.tif",0.457120180130005,"Amphibian",0,NA,NA
"285","Recurvirostra americana","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Recurvirostra.americana_NAs_pu_mask.tif","Recurvirostra.americana_NAs_pu_mask.tif",0.545778930187225,"Bird",0,0,NA
"286","Regulus calendula","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Regulus.calendula_NAs_pu_mask.tif","Regulus.calendula_NAs_pu_mask.tif",0.960915982723236,"Bird",3,381,"y"
"287","Regulus satrapa","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Regulus.satrapa_NAs_pu_mask.tif","Regulus.satrapa_NAs_pu_mask.tif",0.969849824905396,"Bird",11,951,"y"
"288","Rhinichthys cataractae","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Rhinichthys.cataractae_NAs_pu_mask.tif","Rhinichthys.cataractae_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"289","Rhinichtys falcatus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Rhinichtys.falcatus_NAs_pu_mask.tif","Rhinichtys.falcatus_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"290","Richardsonius balteatus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Richardsonius.balteatus_NAs_pu_mask.tif","Richardsonius.balteatus_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"291","Riparia riparia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Riparia.riparia_NAs_pu_mask.tif","Riparia.riparia_NAs_pu_mask.tif",0.878642678260803,"Bird",5,0,"y"
"292","Salpinctes obsoletus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Salpinctes.obsoletus_NAs_pu_mask.tif","Salpinctes.obsoletus_NAs_pu_mask.tif",0.549632549285889,"Bird",0,0,NA
"293","Salvelinus confluentus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Salvelinus.confluentus_NAs_pu_mask.tif","Salvelinus.confluentus_NAs_pu_mask.tif",0.481000006198883,"Fish",0,NA,NA
"294","Salvelinus malma","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Salvelinus.malma_NAs_pu_mask.tif","Salvelinus.malma_NAs_pu_mask.tif",0.524999976158142,"Fish",0,NA,NA
"295","Salvelinus namaycush","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Salvelinus.namaycush_NAs_pu_mask.tif","Salvelinus.namaycush_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"296","Sander vitreus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Sander.vitreus_NAs_pu_mask.tif","Sander.vitreus_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"297","Sayornis phoebe","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sayornis.phoebe_NAs_pu_mask.tif","Sayornis.phoebe_NAs_pu_mask.tif",0.502685546875,"Bird",0,0,NA
"298","Sayornis saya","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sayornis.saya_NAs_pu_mask.tif","Sayornis.saya_NAs_pu_mask.tif",0.704894721508026,"Bird",1,0,"y"
"299","Seiurus aurocapilla","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Seiurus.aurocapilla_NAs_pu_mask.tif","Seiurus.aurocapilla_NAs_pu_mask.tif",0.139302775263786,"Bird",0,0,NA
"300","Seiurus noveboracensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Seiurus.noveboracensis_NAs_pu_mask.tif","Seiurus.noveboracensis_NAs_pu_mask.tif",0.167682141065598,"Bird",0,0,NA
"301","Selasphorus calliope","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Selasphorus.calliope_NAs_pu_mask.tif","Selasphorus.calliope_NAs_pu_mask.tif",0.192528501152992,"Bird",0,0,NA
"302","Selasphorus rufus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Selasphorus.rufus_NAs_pu_mask.tif","Selasphorus.rufus_NAs_pu_mask.tif",0.958108842372894,"Bird",17,393,"y"
"303","Setophaga auduboni","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Setophaga.auduboni_NAs_pu_mask.tif","Setophaga.auduboni_NAs_pu_mask.tif",0.289546281099319,"Bird",13,0,NA
"304","Setophaga coronata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Setophaga.coronata_NAs_pu_mask.tif","Setophaga.coronata_NAs_pu_mask.tif",0.9524045586586,"Bird",26,463,"y"
"305","Setophaga magnolia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Setophaga.magnolia_NAs_pu_mask.tif","Setophaga.magnolia_NAs_pu_mask.tif",0.157120168209076,"Bird",0,0,NA
"306","Setophaga nigrescens","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Setophaga.nigrescens_NAs_pu_mask.tif","Setophaga.nigrescens_NAs_pu_mask.tif",0.989978849887848,"Bird",4,341,"y"
"307","Setophaga ruticilla","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Setophaga.ruticilla_NAs_pu_mask.tif","Setophaga.ruticilla_NAs_pu_mask.tif",0.603243827819824,"Bird",0,0,NA
"308","Setophaga striata","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Setophaga.striata_NAs_pu_mask.tif","Setophaga.striata_NAs_pu_mask.tif",0.125193193554878,"Bird",0,0,NA
"309","Sialia currucoides","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sialia.currucoides_NAs_pu_mask.tif","Sialia.currucoides_NAs_pu_mask.tif",0.742688179016113,"Bird",0,1,"y"
"310","Sialia mexicana","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sialia.mexicana_NAs_pu_mask.tif","Sialia.mexicana_NAs_pu_mask.tif",0.304531872272491,"Bird",0,1,NA
"311","Sitta canadensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sitta.canadensis_NAs_pu_mask.tif","Sitta.canadensis_NAs_pu_mask.tif",0.964747130870819,"Bird",10,1064,"y"
"312","Sitta carolinensis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sitta.carolinensis_NAs_pu_mask.tif","Sitta.carolinensis_NAs_pu_mask.tif",NA,"Bird",0,0,NA
"313","Sitta pygmaea","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sitta.pygmaea_NAs_pu_mask.tif","Sitta.pygmaea_NAs_pu_mask.tif",NA,"Bird",0,0,NA
"314","Sorex cinereus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Sorex.cinereus_NAs_pu_mask.tif","Sorex.cinereus_NAs_pu_mask.tif",0.534600973129272,"MammalSmall",0,NA,"y"
"315","Sorex monticolus","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Sorex.monticolus_NAs_pu_mask.tif","Sorex.monticolus_NAs_pu_mask.tif",0.94279807806015,"MammalSmall",0,NA,"y"
"316","Spea hammondii","RawData/2024_11_28_SDM_Bowen_Island//Amphibian_mask/Spea.hammondii_NAs_pu_mask.tif","Spea.hammondii_NAs_pu_mask.tif",NA,"Amphibian",0,NA,NA
"317","Sphyrapicus nuchalis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sphyrapicus.nuchalis_NAs_pu_mask.tif","Sphyrapicus.nuchalis_NAs_pu_mask.tif",0.10554163902998,"Bird",0,0,NA
"318","Sphyrapicus ruber","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sphyrapicus.ruber_NAs_pu_mask.tif","Sphyrapicus.ruber_NAs_pu_mask.tif",0.96399998664856,"Bird",27,318,"y"
"319","Sphyrapicus thyroideus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sphyrapicus.thyroideus_NAs_pu_mask.tif","Sphyrapicus.thyroideus_NAs_pu_mask.tif",0.0585541129112244,"Bird",0,0,NA
"320","Spinus pinus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Spinus.pinus_NAs_pu_mask.tif","Spinus.pinus_NAs_pu_mask.tif",0.516010761260986,"Bird",16,608,"y"
"321","Spinus tristis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Spinus.tristis_NAs_pu_mask.tif","Spinus.tristis_NAs_pu_mask.tif",0.931414663791656,"Bird",3,193,"y"
"322","Spizella arborea","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Spizella.arborea_NAs_pu_mask.tif","Spizella.arborea_NAs_pu_mask.tif",0.954563498497009,"Bird",0,0,NA
"323","Spizella breweri","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Spizella.breweri_NAs_pu_mask.tif","Spizella.breweri_NAs_pu_mask.tif",0.548634052276611,"Bird",0,0,NA
"324","Spizella pallida","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Spizella.pallida_NAs_pu_mask.tif","Spizella.pallida_NAs_pu_mask.tif",0.444740623235703,"Bird",0,0,NA
"325","Spizella passerina","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Spizella.passerina_NAs_pu_mask.tif","Spizella.passerina_NAs_pu_mask.tif",0.833959579467773,"Bird",1,5,"y"
"326","Stelgidopteryx serripennis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Stelgidopteryx.serripennis_NAs_pu_mask.tif","Stelgidopteryx.serripennis_NAs_pu_mask.tif",0.943975746631622,"Bird",3,89,"y"
"327","Stercorarius parasiticus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Stercorarius.parasiticus_NAs_pu_mask.tif","Stercorarius.parasiticus_NAs_pu_mask.tif",0.979734361171722,"Bird",0,4,"y"
"328","Sterna forsteri","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sterna.forsteri_NAs_pu_mask.tif","Sterna.forsteri_NAs_pu_mask.tif",0.321275800466537,"Bird",0,0,NA
"329","Sterna hirundo","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sterna.hirundo_NAs_pu_mask.tif","Sterna.hirundo_NAs_pu_mask.tif",0.982574462890625,"Bird",0,0,NA
"330","Sterna paradisaea","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sterna.paradisaea_NAs_pu_mask.tif","Sterna.paradisaea_NAs_pu_mask.tif",0.644762098789215,"Bird",0,0,NA
"331","Strix nebulosa","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Strix.nebulosa_NAs_pu_mask.tif","Strix.nebulosa_NAs_pu_mask.tif",0.954999983310699,"Bird",0,0,NA
"332","Strix varia","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Strix.varia_NAs_pu_mask.tif","Strix.varia_NAs_pu_mask.tif",0.97299998998642,"Bird",48,264,"y"
"333","Sturnella neglecta","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Sturnella.neglecta_NAs_pu_mask.tif","Sturnella.neglecta_NAs_pu_mask.tif",0.877805829048157,"Bird",0,0,NA
"334","Surnia ulula","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Surnia.ulula_NAs_pu_mask.tif","Surnia.ulula_NAs_pu_mask.tif",0.706494987010956,"Bird",0,0,NA
"335","Synthliboramphus antiquus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Synthliboramphus.antiquus_NAs_pu_mask.tif","Synthliboramphus.antiquus_NAs_pu_mask.tif",0.980401456356049,"Bird",1,8,"y"
"336","Tachycineta bicolor","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Tachycineta.bicolor_NAs_pu_mask.tif","Tachycineta.bicolor_NAs_pu_mask.tif",0.926999986171722,"Bird",4,474,"y"
"337","Taricha granulosa","RawData/2024_11_28_SDM_Bowen_Island//Amphibian_mask/Taricha.granulosa_NAs_pu_mask.tif","Taricha.granulosa_NAs_pu_mask.tif",0.973999977111816,"Amphibian",73,NA,"y"
"338","Thamnophis elegans","RawData/2024_11_28_SDM_Bowen_Island//Reptile_mask/Thamnophis.elegans_NAs_pu_mask.tif","Thamnophis.elegans_NAs_pu_mask.tif",0.973999977111816,"Reptile",42,NA,"y"
"339","Thamnophis ordinoides","RawData/2024_11_28_SDM_Bowen_Island//Reptile_mask/Thamnophis.ordinoides_NAs_pu_mask.tif","Thamnophis.ordinoides_NAs_pu_mask.tif",0.987679719924927,"Reptile",50,NA,"y"
"340","Thamnophis sirtalis","RawData/2024_11_28_SDM_Bowen_Island//Reptile_mask/Thamnophis.sirtalis_NAs_pu_mask.tif","Thamnophis.sirtalis_NAs_pu_mask.tif",0.958000004291534,"Reptile",53,NA,"y"
"341","Thomomys talpoides","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Thomomys.talpoides_NAs_pu_mask.tif","Thomomys.talpoides_NAs_pu_mask.tif",NA,"MammalSmall",0,NA,NA
"342","Thryomanes bewickii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Thryomanes.bewickii_NAs_pu_mask.tif","Thryomanes.bewickii_NAs_pu_mask.tif",0.694237053394318,"Bird",0,18,"y"
"343","Thymallus arcticus","RawData/2024_11_28_SDM_Bowen_Island//Fish_mask/Thymallus.arcticus_NAs_pu_mask.tif","Thymallus.arcticus_NAs_pu_mask.tif",NA,"Fish",0,NA,NA
"344","Tringa flavipes","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Tringa.flavipes_NAs_pu_mask.tif","Tringa.flavipes_NAs_pu_mask.tif",0.916512310504913,"Bird",0,0,NA
"345","Tringa incana","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Tringa.incana_NAs_pu_mask.tif","Tringa.incana_NAs_pu_mask.tif",0.982999980449677,"Bird",0,1,"y"
"346","Tringa melanoleuca","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Tringa.melanoleuca_NAs_pu_mask.tif","Tringa.melanoleuca_NAs_pu_mask.tif",0.9276123046875,"Bird",0,8,"y"
"347","Tringa solitaria","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Tringa.solitaria_NAs_pu_mask.tif","Tringa.solitaria_NAs_pu_mask.tif",0.898553133010864,"Bird",0,1,"y"
"348","Troglodytes aedon","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Troglodytes.aedon_NAs_pu_mask.tif","Troglodytes.aedon_NAs_pu_mask.tif",0.621908068656921,"Bird",2,52,"y"
"349","Troglodytes hiemalis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Troglodytes.hiemalis_NAs_pu_mask.tif","Troglodytes.hiemalis_NAs_pu_mask.tif",0.983958959579468,"Bird",0,0,NA
"350","Troglodytes pacificus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Troglodytes.pacificus_NAs_pu_mask.tif","Troglodytes.pacificus_NAs_pu_mask.tif",0.980965137481689,"Bird",16,1290,"y"
"351","Turdus migratorius","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Turdus.migratorius_NAs_pu_mask.tif","Turdus.migratorius_NAs_pu_mask.tif",0.969987273216248,"Bird",34,1481,"y"
"352","Tympanuchus phasianellus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Tympanuchus.phasianellus_NAs_pu_mask.tif","Tympanuchus.phasianellus_NAs_pu_mask.tif",0.275266319513321,"Bird",0,0,NA
"353","Vireo cassinii","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Vireo.cassinii_NAs_pu_mask.tif","Vireo.cassinii_NAs_pu_mask.tif",0.957466542720795,"Bird",1,51,"y"
"354","Vireo gilvus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Vireo.gilvus_NAs_pu_mask.tif","Vireo.gilvus_NAs_pu_mask.tif",0.927999973297119,"Bird",2,364,"y"
"355","Vireo huttoni","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Vireo.huttoni_NAs_pu_mask.tif","Vireo.huttoni_NAs_pu_mask.tif",0.993832767009735,"Bird",1,113,"y"
"356","Vireo olivaceus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Vireo.olivaceus_NAs_pu_mask.tif","Vireo.olivaceus_NAs_pu_mask.tif",0.953999996185303,"Bird",0,10,"y"
"357","Vireo solitarius","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Vireo.solitarius_NAs_pu_mask.tif","Vireo.solitarius_NAs_pu_mask.tif",0.858877062797546,"Bird",0,0,NA
"358","Xanthocephalus xanthocephalus","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Xanthocephalus.xanthocephalus_NAs_pu_mask.tif","Xanthocephalus.xanthocephalus_NAs_pu_mask.tif",0.73484605550766,"Bird",0,0,NA
"359","Zapus princeps","RawData/2024_11_28_SDM_Bowen_Island//MammalSmall_mask/Zapus.princeps_NAs_pu_mask.tif","Zapus.princeps_NAs_pu_mask.tif",0.133461862802505,"MammalSmall",0,NA,NA
"360","Zenaida macroura","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Zenaida.macroura_NAs_pu_mask.tif","Zenaida.macroura_NAs_pu_mask.tif",0.890227854251862,"Bird",0,3,"y"
"361","Zonotrichia albicollis","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Zonotrichia.albicollis_NAs_pu_mask.tif","Zonotrichia.albicollis_NAs_pu_mask.tif",0.819587707519531,"Bird",2,11,"y"
"362","Zonotrichia atricapilla","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Zonotrichia.atricapilla_NAs_pu_mask.tif","Zonotrichia.atricapilla_NAs_pu_mask.tif",0.978211581707001,"Bird",3,153,"y"
"363","Zonotrichia leucophrys","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Zonotrichia.leucophrys_NAs_pu_mask.tif","Zonotrichia.leucophrys_NAs_pu_mask.tif",0.958424627780914,"Bird",18,421,"y"
"364","Zonotrichia querula","RawData/2024_11_28_SDM_Bowen_Island//Bird_mask/Zonotrichia.querula_NAs_pu_mask.tif","Zonotrichia.querula_NAs_pu_mask.tif",0.982281267642975,"Bird",0,0,NA
